127.0.0.1 - - [12/Jan/2025:13:57:53 +0700] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:48:06 +0700] "GET /DoAnWebCinema/uploads/6.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:48:06 +0700] "GET /DoAnWebCinema/uploads/4.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:48:06 +0700] "GET /DoAnWebCinema/uploads/5.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:48:07 +0700] "GET /DoAnWebCinema/datve/2025-01-12.htm?chinhanh=1 HTTP/1.1" 200 22228
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:48:08 +0700] "GET /DoAnWebCinema/datve/2025-01-13.htm?chinhanh=1 HTTP/1.1" 200 22228
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:48:09 +0700] "GET /DoAnWebCinema/datve/2025-01-12.htm?chinhanh=1 HTTP/1.1" 200 22228
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:48:11 +0700] "GET /DoAnWebCinema/trangchu.htm HTTP/1.1" 200 89931
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:51:13 +0700] "GET /DoAnWebCinema/trangchu.htm HTTP/1.1" 200 92810
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:51:13 +0700] "GET /DoAnWebCinema/uploads/titanic.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:51:13 +0700] "GET /DoAnWebCinema/uploads/joker.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:51:13 +0700] "GET /DoAnWebCinema/uploads/IT.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:51:13 +0700] "GET /DoAnWebCinema/uploads/gahedienloan.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:51:13 +0700] "GET /DoAnWebCinema/uploads/mai.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:51:13 +0700] "GET /DoAnWebCinema/uploads/demtoirucro.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:51:13 +0700] "GET /DoAnWebCinema/uploads/smile.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:51:13 +0700] "GET /DoAnWebCinema/uploads/matbiec.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:51:13 +0700] "GET /DoAnWebCinema/uploads/doraemon.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:51:13 +0700] "GET /DoAnWebCinema/uploads/1.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:51:13 +0700] "GET /DoAnWebCinema/uploads/2.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:51:13 +0700] "GET /DoAnWebCinema/uploads/3.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:51:13 +0700] "GET /DoAnWebCinema/uploads/4.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:51:13 +0700] "GET /DoAnWebCinema/uploads/5.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:51:13 +0700] "GET /DoAnWebCinema/uploads/6.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:51:13 +0700] "GET /DoAnWebCinema/img/30.jpg HTTP/1.1" 404 783
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:51:13 +0700] "GET /DoAnWebCinema/img/3.jpg HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:51:53 +0700] "GET /DoAnWebCinema/admin/order.htm?filter=today HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:51:53 +0700] "GET /DoAnWebCinema/admin/order.htm HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:51:53 +0700] "GET /DoAnWebCinema/admin/order.htm HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:51:53 +0700] "GET /DoAnWebCinema/admin/order.htm HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:51:53 +0700] "GET /DoAnWebCinema/admin/order.htm HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:51:53 +0700] "GET /DoAnWebCinema/admin/order.htm HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:51:53 +0700] "GET /DoAnWebCinema/admin/order.htm HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:51:53 +0700] "GET /DoAnWebCinema/admin/order.htm HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:51:53 +0700] "GET /DoAnWebCinema/admin/order.htm HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:51:53 +0700] "GET /DoAnWebCinema/admin/order.htm HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:51:53 +0700] "GET /DoAnWebCinema/admin/order.htm HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:51:53 +0700] "GET /DoAnWebCinema/admin/order.htm HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:51:53 +0700] "GET /DoAnWebCinema/admin/order.htm HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:51:53 +0700] "GET /DoAnWebCinema/admin/order.htm HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:51:53 +0700] "GET /DoAnWebCinema/admin/order.htm HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:51:53 +0700] "GET /DoAnWebCinema/admin/order.htm HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:51:53 +0700] "GET /DoAnWebCinema/admin/order.htm HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:51:53 +0700] "GET /DoAnWebCinema/admin/order.htm HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:51:53 +0700] "GET /DoAnWebCinema/admin/order.htm HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:51:53 +0700] "GET /DoAnWebCinema/admin/order.htm HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:51:54 +0700] "GET /DoAnWebCinema/admin/order.htm HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:51:54 +0700] "GET /DoAnWebCinema/admin/order.htm HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:51:54 +0700] "GET /DoAnWebCinema/admin/order.htm HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:51:54 +0700] "GET /DoAnWebCinema/admin/order.htm HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:51:54 +0700] "GET /DoAnWebCinema/admin/order.htm HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:51:54 +0700] "GET /DoAnWebCinema/admin/order.htm HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:51:54 +0700] "GET /DoAnWebCinema/admin/order.htm HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:51:54 +0700] "GET /DoAnWebCinema/admin/order.htm HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:51:54 +0700] "GET /DoAnWebCinema/admin/order.htm HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:51:54 +0700] "GET /DoAnWebCinema/admin/order.htm HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:51:54 +0700] "GET /DoAnWebCinema/admin/order.htm HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:51:54 +0700] "GET /DoAnWebCinema/admin/order.htm HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:51:54 +0700] "GET /DoAnWebCinema/admin/order.htm HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:51:54 +0700] "GET /DoAnWebCinema/admin/order.htm HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:51:54 +0700] "GET /DoAnWebCinema/admin/order.htm HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:51:54 +0700] "GET /DoAnWebCinema/admin/order.htm HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:51:54 +0700] "GET /DoAnWebCinema/admin/order.htm HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:51:54 +0700] "GET /DoAnWebCinema/admin/order.htm HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:51:54 +0700] "GET /DoAnWebCinema/admin/order.htm HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:51:54 +0700] "GET /DoAnWebCinema/admin/order.htm HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:51:55 +0700] "GET /DoAnWebCinema/admin/order.htm HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:51:55 +0700] "GET /DoAnWebCinema/admin/order.htm HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:51:55 +0700] "GET /DoAnWebCinema/admin/order.htm HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:51:55 +0700] "GET /DoAnWebCinema/admin/order.htm HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:51:55 +0700] "GET /DoAnWebCinema/admin/order.htm HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:51:55 +0700] "GET /DoAnWebCinema/admin/order.htm HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:51:55 +0700] "GET /DoAnWebCinema/admin/order.htm HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:51:55 +0700] "GET /DoAnWebCinema/admin/order.htm HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:51:55 +0700] "GET /DoAnWebCinema/admin/order.htm HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:51:55 +0700] "GET /DoAnWebCinema/admin/order.htm HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:51:55 +0700] "GET /DoAnWebCinema/admin/order.htm HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:51:55 +0700] "GET /DoAnWebCinema/admin/order.htm HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:51:55 +0700] "GET /DoAnWebCinema/admin/order.htm HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:51:55 +0700] "GET /DoAnWebCinema/admin/order.htm HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:51:55 +0700] "GET /DoAnWebCinema/admin/order.htm HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:51:55 +0700] "GET /DoAnWebCinema/admin/order.htm HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:51:55 +0700] "GET /DoAnWebCinema/admin/order.htm HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:51:55 +0700] "GET /DoAnWebCinema/admin/order.htm HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:51:55 +0700] "GET /DoAnWebCinema/admin/order.htm HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:51:55 +0700] "GET /DoAnWebCinema/admin/order.htm HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:52:01 +0700] "GET /DoAnWebCinema/admin/directors.htm HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:52:01 +0700] "GET /DoAnWebCinema/admin/directors.htm HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:52:01 +0700] "GET /DoAnWebCinema/admin/directors.htm HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:52:01 +0700] "GET /DoAnWebCinema/admin/directors.htm HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:52:01 +0700] "GET /DoAnWebCinema/admin/directors.htm HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:52:01 +0700] "GET /DoAnWebCinema/admin/directors.htm HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:52:01 +0700] "GET /DoAnWebCinema/admin/directors.htm HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:52:01 +0700] "GET /DoAnWebCinema/admin/directors.htm HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:52:01 +0700] "GET /DoAnWebCinema/admin/directors.htm HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:52:01 +0700] "GET /DoAnWebCinema/admin/directors.htm HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:52:01 +0700] "GET /DoAnWebCinema/admin/directors.htm HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:52:01 +0700] "GET /DoAnWebCinema/admin/directors.htm HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:52:01 +0700] "GET /DoAnWebCinema/admin/directors.htm HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:52:01 +0700] "GET /DoAnWebCinema/admin/directors.htm HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:52:01 +0700] "GET /DoAnWebCinema/admin/directors.htm HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:52:01 +0700] "GET /DoAnWebCinema/admin/directors.htm HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:52:01 +0700] "GET /DoAnWebCinema/admin/directors.htm HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:52:01 +0700] "GET /DoAnWebCinema/admin/directors.htm HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:52:01 +0700] "GET /DoAnWebCinema/admin/directors.htm HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:52:01 +0700] "GET /DoAnWebCinema/admin/directors.htm HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:52:02 +0700] "GET /DoAnWebCinema/admin/directors.htm HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:52:02 +0700] "GET /DoAnWebCinema/admin/directors.htm HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:52:02 +0700] "GET /DoAnWebCinema/admin/directors.htm HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:52:02 +0700] "GET /DoAnWebCinema/admin/directors.htm HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:52:02 +0700] "GET /DoAnWebCinema/admin/directors.htm HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:52:02 +0700] "GET /DoAnWebCinema/admin/directors.htm HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:52:02 +0700] "GET /DoAnWebCinema/admin/directors.htm HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:52:02 +0700] "GET /DoAnWebCinema/admin/directors.htm HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:52:02 +0700] "GET /DoAnWebCinema/admin/directors.htm HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:52:02 +0700] "GET /DoAnWebCinema/admin/directors.htm HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:52:02 +0700] "GET /DoAnWebCinema/admin/directors.htm HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:52:02 +0700] "GET /DoAnWebCinema/admin/directors.htm HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:52:02 +0700] "GET /DoAnWebCinema/admin/directors.htm HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:52:02 +0700] "GET /DoAnWebCinema/admin/directors.htm HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:52:02 +0700] "GET /DoAnWebCinema/admin/directors.htm HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:52:02 +0700] "GET /DoAnWebCinema/admin/directors.htm HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:52:02 +0700] "GET /DoAnWebCinema/admin/directors.htm HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:52:02 +0700] "GET /DoAnWebCinema/admin/directors.htm HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:52:02 +0700] "GET /DoAnWebCinema/admin/directors.htm HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:52:02 +0700] "GET /DoAnWebCinema/admin/directors.htm HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:52:30 +0700] "GET /DoAnWebCinema HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:52:30 +0700] "GET /DoAnWebCinema/ HTTP/1.1" 200 92810
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:52:30 +0700] "GET /DoAnWebCinema/uploads/2.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:52:30 +0700] "GET /DoAnWebCinema/uploads/1.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:52:30 +0700] "GET /DoAnWebCinema/uploads/3.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:52:30 +0700] "GET /DoAnWebCinema/uploads/4.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:52:30 +0700] "GET /DoAnWebCinema/uploads/6.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:52:30 +0700] "GET /DoAnWebCinema/uploads/5.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:52:30 +0700] "GET /DoAnWebCinema/img/30.jpg HTTP/1.1" 404 783
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:52:30 +0700] "GET /DoAnWebCinema/img/3.jpg HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:52:32 +0700] "GET /DoAnWebCinema/customer/account.htm HTTP/1.1" 200 27095
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:52:32 +0700] "GET /DoAnWebCinema/fonts/fontawesome-pro-6.1.1-web/css/all.min.css HTTP/1.1" 200 498165
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:52:32 +0700] "GET /DoAnWebCinema/css/account.css HTTP/1.1" 200 33
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:52:32 +0700] "GET /DoAnWebCinema/uploads/transparent_image.png HTTP/1.1" 200 6391625
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:52:32 +0700] "GET /DoAnWebCinema/js/vendor/modernizr-3.6.0.min.js HTTP/1.1" 200 11843
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:52:32 +0700] "GET /DoAnWebCinema/css/main.css HTTP/1.1" 200 201690
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:52:32 +0700] "GET /DoAnWebCinema/css/vendors/normalize.css HTTP/1.1" 404 802
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:52:32 +0700] "GET /DoAnWebCinema/css/vendors/bootstrap.min.css HTTP/1.1" 404 806
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:52:32 +0700] "GET /DoAnWebCinema/css/vendors/evara-font.css HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:52:32 +0700] "GET /DoAnWebCinema/css/vendors/uicons-regular-straight.css HTTP/1.1" 404 816
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:52:32 +0700] "GET /DoAnWebCinema/css/plugins/jquery-ui.css HTTP/1.1" 404 802
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:52:32 +0700] "GET /DoAnWebCinema/css/plugins/magnific-popup.css HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:52:32 +0700] "GET /DoAnWebCinema/css/plugins/select2.min.css HTTP/1.1" 404 804
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:52:32 +0700] "GET /DoAnWebCinema/css/normalize.css HTTP/1.1" 404 790
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:52:32 +0700] "GET /DoAnWebCinema/css/plugins/perfect-scrollbar.css HTTP/1.1" 404 810
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:52:32 +0700] "GET /DoAnWebCinema/css/plugins/slick.css HTTP/1.1" 404 798
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:52:32 +0700] "GET /DoAnWebCinema/css/uicons-regular-straight.css HTTP/1.1" 404 804
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:52:32 +0700] "GET /DoAnWebCinema/css/evara-font.css HTTP/1.1" 404 791
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:52:32 +0700] "GET /DoAnWebCinema/js/vendor/jquery-3.6.0.min.js HTTP/1.1" 200 89503
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:52:32 +0700] "GET /DoAnWebCinema/js/vendor/jquery-migrate-3.3.0.min.js HTTP/1.1" 200 11018
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:52:32 +0700] "GET /DoAnWebCinema/js/vendor/bootstrap.bundle.min.js HTTP/1.1" 200 146120
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:52:32 +0700] "GET /DoAnWebCinema/js/plugins/slick.js HTTP/1.1" 404 796
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:52:32 +0700] "GET /DoAnWebCinema/js/plugins/jquery.syotimer.min.js HTTP/1.1" 200 5753
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:52:32 +0700] "GET /DoAnWebCinema/js/plugins/wow.js HTTP/1.1" 200 8456
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:52:32 +0700] "GET /DoAnWebCinema/js/plugins/perfect-scrollbar.js HTTP/1.1" 200 39764
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:52:32 +0700] "GET /DoAnWebCinema/js/plugins/jquery-ui.js HTTP/1.1" 200 253687
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:52:32 +0700] "GET /DoAnWebCinema/js/plugins/magnific-popup.js HTTP/1.1" 200 20228
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:52:32 +0700] "GET /DoAnWebCinema/js/plugins/select2.min.js HTTP/1.1" 200 68060
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:52:32 +0700] "GET /DoAnWebCinema/js/plugins/waypoints.js HTTP/1.1" 200 9040
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:52:32 +0700] "GET /DoAnWebCinema/js/plugins/jquery.countdown.min.js HTTP/1.1" 200 5360
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:52:32 +0700] "GET /DoAnWebCinema/js/plugins/counterup.js HTTP/1.1" 200 1084
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:52:32 +0700] "GET /DoAnWebCinema/js/plugins/images-loaded.js HTTP/1.1" 200 5453
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:52:32 +0700] "GET /DoAnWebCinema/js/plugins/isotope.js HTTP/1.1" 200 34874
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:52:32 +0700] "GET /DoAnWebCinema/js/plugins/jquery.vticker-min.js HTTP/1.1" 200 3904
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:52:32 +0700] "GET /DoAnWebCinema/js/plugins/scrollup.js HTTP/1.1" 200 1972
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:52:32 +0700] "GET /DoAnWebCinema/js/plugins/jquery.theia.sticky.js HTTP/1.1" 200 16695
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:52:32 +0700] "GET /DoAnWebCinema/js/plugins/jquery.elevatezoom.js HTTP/1.1" 200 60659
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:52:32 +0700] "GET /DoAnWebCinema/js/account.js HTTP/1.1" 404 786
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:52:32 +0700] "GET /DoAnWebCinema/js/shop.js HTTP/1.1" 404 783
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:52:32 +0700] "GET /DoAnWebCinema/js/inputNumber.js HTTP/1.1" 404 790
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:52:32 +0700] "GET /DoAnWebCinema/js/quickView.js HTTP/1.1" 404 788
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:52:32 +0700] "GET /DoAnWebCinema/js/showMessage.js HTTP/1.1" 404 790
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:52:33 +0700] "GET /DoAnWebCinema/fonts/fontawesome-pro-6.1.1-web/webfonts/fa-regular-400.woff2 HTTP/1.1" 200 388900
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:52:33 +0700] "GET /DoAnWebCinema/fonts/fontawesome-pro-6.1.1-web/webfonts/fa-light-300.woff2 HTTP/1.1" 200 424536
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:52:33 +0700] "GET /DoAnWebCinema/fonts/fontawesome-pro-6.1.1-web/webfonts/fa-solid-900.woff2 HTTP/1.1" 200 329204
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:52:34 +0700] "GET /DoAnWebCinema/login/logout.htm HTTP/1.1" 200 2778
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:52:38 +0700] "POST /DoAnWebCinema/login/login.htm HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:52:38 +0700] "GET /DoAnWebCinema/admin/profile.htm HTTP/1.1" 200 25022
0:0:0:0:0:0:0:1 - - [12/Jan/2025:15:52:38 +0700] "GET /DoAnWebCinema/css/detail-test.css HTTP/1.1" 404 792
